order_item_id,order_id,product_id,quantity,unit_price
272,113,42,1,438.8
273,113,22,3,443.3
274,113,35,2,138.62
275,113,21,3,415.56
276,114,40,1,137.53
277,115,15,3,55.59
278,115,6,2,113.23
279,115,7,3,303.0
280,116,11,3,380.61
281,116,20,1,44.01
282,116,3,2,369.55
283,116,4,2,48.03
284,117,10,1,296.69
285,117,34,2,85.88
286,117,37,3,422.21
287,117,12,1,350.58
288,118,40,3,137.53
289,118,16,2,52.87
290,118,38,1,118.38
291,118,15,2,55.59
292,119,17,3,303.84
293,119,1,2,17.38
294,119,19,3,66.79
295,119,35,1,138.62
296,120,38,2,118.38
297,120,41,2,457.0
298,120,45,2,75.72
299,121,25,2,387.67
300,121,7,1,303.0
301,122,37,2,422.21
302,122,45,2,75.72
303,122,2,3,126.22
304,123,37,3,422.21
305,124,19,1,66.79
306,124,39,2,403.5
307,124,15,3,55.59
308,124,13,3,142.55
309,125,41,1,457.0
310,125,41,3,457.0
311,126,3,3,369.55
312,126,24,3,27.68
313,126,9,1,212.66
314,126,19,2,66.79
315,127,13,1,142.55
316,127,35,2,138.62
317,128,11,2,380.61
318,128,31,2,352.4
319,128,48,2,217.07
320,129,10,1,296.69
321,130,36,2,113.71
322,130,6,2,113.23
323,130,1,2,17.38
324,130,35,1,138.62
325,131,38,2,118.38
326,131,41,2,457.0
327,131,7,3,303.0
328,132,40,3,137.53
329,133,42,1,438.8
330,133,41,2,457.0
331,134,8,1,103.42
332,134,3,1,369.55
333,134,20,2,44.01
334,134,8,1,103.42
335,135,25,2,387.67
336,135,24,3,27.68
337,136,38,3,118.38
338,136,47,1,271.79
339,136,27,3,193.16
340,136,7,2,303.0
341,137,3,3,369.55
342,137,24,1,27.68
343,137,29,2,85.51
344,138,44,2,200.84
345,139,4,2,48.03
346,139,18,1,366.22
347,139,8,2,103.42
348,140,42,3,438.8
349,140,39,1,403.5
350,141,9,3,212.66
351,141,14,1,478.82
352,142,38,1,118.38
353,142,15,2,55.59
354,143,18,1,366.22
355,144,12,1,350.58
356,144,43,1,110.25
357,144,9,1,212.66
358,145,2,1,126.22
359,145,17,1,303.84
360,145,9,3,212.66
361,146,48,1,217.07
362,147,33,3,269.4
363,147,7,2,303.0
364,147,33,1,269.4
365,148,30,3,108.71
366,148,2,1,126.22
367,148,31,2,352.4
368,149,32,3,306.52
369,150,21,3,415.56
370,151,18,3,366.22
371,151,41,3,457.0
372,152,25,3,387.67
373,152,34,2,85.88
374,152,30,3,108.71
375,153,45,1,75.72
376,154,28,2,319.66
377,154,15,2,55.59
378,155,27,3,193.16
379,155,7,2,303.0
380,155,28,2,319.66
381,155,43,2,110.25
382,156,5,1,20.73
383,156,6,1,113.23
384,156,28,1,319.66
385,156,48,3,217.07
386,157,38,3,118.38
387,158,27,2,193.16
388,159,19,3,66.79
389,160,37,3,422.21
390,161,15,1,55.59
391,161,23,3,290.79
392,161,24,1,27.68
393,161,49,2,202.7
394,162,36,3,113.71
395,162,40,3,137.53
396,162,42,3,438.8
397,162,2,3,126.22
398,163,2,1,126.22
399,163,18,3,366.22
400,163,49,2,202.7
401,164,12,1,350.58
402,165,5,1,20.73
403,165,48,3,217.07
404,165,2,1,126.22
405,165,48,3,217.07
406,166,30,2,108.71
407,166,11,2,380.61
408,166,20,3,44.01
409,166,21,3,415.56
410,167,10,1,296.69
411,168,44,1,200.84
412,169,32,3,306.52
413,169,29,2,85.51
414,169,18,1,366.22
415,169,49,3,202.7
416,170,8,2,103.42
417,170,44,3,200.84
418,170,38,2,118.38
419,170,34,3,85.88
420,171,26,3,428.38
421,171,4,1,48.03
422,172,50,1,498.68
423,172,49,2,202.7
424,173,1,2,17.38
425,174,9,2,212.66
426,174,35,3,138.62
427,175,5,2,20.73
428,175,48,1,217.07
429,175,28,1,319.66
430,176,37,2,422.21
431,176,37,2,422.21
432,176,46,3,127.08
433,177,26,1,428.38
434,178,45,2,75.72
435,178,6,2,113.23
436,178,7,1,303.0
437,178,28,3,319.66
438,179,26,2,428.38
439,180,22,1,443.3
440,180,5,3,20.73
441,181,50,2,498.68
442,181,23,3,290.79
443,182,7,1,303.0
444,182,17,1,303.84
445,183,49,3,202.7
446,183,5,1,20.73
447,184,30,3,108.71
448,184,49,3,202.7
449,184,29,3,85.51
450,184,37,3,422.21
451,185,41,2,457.0
452,185,10,2,296.69
453,185,5,2,20.73
454,186,18,3,366.22
455,186,4,2,48.03
456,186,33,1,269.4
457,187,3,1,369.55
458,187,24,2,27.68
459,187,5,3,20.73
460,187,6,3,113.23
461,188,30,3,108.71
462,188,36,3,113.71
463,188,3,2,369.55
464,188,37,3,422.21
465,189,33,1,269.4
466,189,4,2,48.03
467,189,7,2,303.0
468,189,46,1,127.08
469,190,3,1,369.55
470,190,46,2,127.08
471,191,24,2,27.68
472,191,19,2,66.79
473,192,41,3,457.0
474,193,7,3,303.0
475,193,44,2,200.84
476,193,19,2,66.79
477,194,22,1,443.3
478,194,38,3,118.38
479,195,42,3,438.8
480,195,43,2,110.25
481,195,9,3,212.66
482,196,36,2,113.71
483,196,42,2,438.8
484,196,9,3,212.66
485,197,42,3,438.8
486,198,2,2,126.22
487,198,20,1,44.01
488,198,14,2,478.82
489,199,15,1,55.59
490,199,10,1,296.69
491,200,43,2,110.25
492,201,39,2,403.5
493,201,10,1,296.69
494,202,47,2,271.79
495,202,3,2,369.55
496,203,29,3,85.51
497,203,19,3,66.79
498,204,20,2,44.01
499,204,13,2,142.55
500,205,30,2,108.71
501,205,50,2,498.68
502,205,33,3,269.4
503,205,27,1,193.16
504,206,17,1,303.84
505,206,42,2,438.8
506,207,46,3,127.08
507,208,49,1,202.7
508,209,28,1,319.66
509,209,15,2,55.59
510,210,4,2,48.03
511,210,33,2,269.4
512,210,16,2,52.87
513,210,6,2,113.23
514,211,7,3,303.0
515,211,42,2,438.8
516,211,10,1,296.69
517,212,45,1,75.72
518,212,49,3,202.7
519,212,31,2,352.4
520,212,40,1,137.53
521,213,14,1,478.82
522,213,36,3,113.71
523,213,39,3,403.5
524,214,16,2,52.87
525,214,8,1,103.42
526,214,16,2,52.87
527,215,5,1,20.73
528,215,32,3,306.52
529,215,35,1,138.62
530,215,41,3,457.0
531,216,19,2,66.79
532,216,1,3,17.38
533,217,12,3,350.58
534,217,43,1,110.25
535,217,34,2,85.88
536,217,5,3,20.73
537,218,25,2,387.67
538,219,24,2,27.68
539,219,48,1,217.07
540,219,23,1,290.79
541,219,23,1,290.79
542,220,50,3,498.68
543,221,3,2,369.55
544,221,35,2,138.62
545,222,45,2,75.72
546,222,41,1,457.0
547,222,9,1,212.66
548,222,46,2,127.08
549,223,3,1,369.55
550,223,3,2,369.55
551,224,35,2,138.62
552,224,17,1,303.84
553,224,49,3,202.7
554,224,13,2,142.55
555,225,18,1,366.22
556,225,24,2,27.68
557,225,26,3,428.38
558,226,12,2,350.58
559,226,45,2,75.72
560,226,24,3,27.68
561,227,6,2,113.23
562,227,39,1,403.5
563,227,35,2,138.62
564,227,21,1,415.56
565,228,20,2,44.01
566,228,39,3,403.5
567,228,28,1,319.66
568,229,29,1,85.51
569,229,47,2,271.79
570,229,40,2,137.53
571,230,5,3,20.73
572,231,33,3,269.4
573,231,44,1,200.84
574,231,2,1,126.22
575,232,3,1,369.55
576,232,5,1,20.73
577,232,50,3,498.68
578,232,24,2,27.68
579,233,39,1,403.5
580,234,24,2,27.68
581,234,49,1,202.7
582,234,37,1,422.21
583,235,21,3,415.56
584,235,18,1,366.22
585,235,8,1,103.42
586,235,48,1,217.07
587,236,36,1,113.71
588,236,17,2,303.84
589,236,46,2,127.08
590,236,14,3,478.82
591,237,13,1,142.55
592,237,9,1,212.66
593,237,29,1,85.51
594,237,46,2,127.08
595,238,43,2,110.25
596,238,46,1,127.08
597,238,36,3,113.71
598,239,46,3,127.08
599,239,45,3,75.72
600,240,8,1,103.42
601,240,9,1,212.66
602,241,36,3,113.71
603,241,24,2,27.68
604,241,36,1,113.71
605,242,20,2,44.01
606,243,50,2,498.68
607,243,37,1,422.21
608,243,9,2,212.66
609,243,42,1,438.8
610,244,9,3,212.66
611,244,41,3,457.0
612,244,12,1,350.58
613,245,8,3,103.42
614,246,11,2,380.61
615,246,46,1,127.08
616,247,6,2,113.23
617,247,13,3,142.55
618,247,36,2,113.71
619,248,40,3,137.53
620,248,6,3,113.23
621,248,42,1,438.8
622,249,11,3,380.61
623,249,40,3,137.53
624,250,2,1,126.22
625,251,42,1,438.8
626,251,50,3,498.68
627,251,27,3,193.16
628,252,41,3,457.0
629,252,19,3,66.79
630,252,20,2,44.01
631,252,16,3,52.87
632,253,5,3,20.73
633,253,4,1,48.03
634,253,29,2,85.51
635,253,31,2,352.4
636,254,21,3,415.56
637,254,21,3,415.56
638,255,49,2,202.7
639,255,33,3,269.4
640,256,30,1,108.71
641,256,18,2,366.22
642,257,4,2,48.03
643,258,16,1,52.87
644,258,21,3,415.56
645,258,47,2,271.79
646,258,13,1,142.55
647,259,32,2,306.52
648,259,32,1,306.52
649,259,6,2,113.23
650,259,33,2,269.4
651,260,4,1,48.03
652,260,19,2,66.79
653,260,39,3,403.5
654,261,35,1,138.62
655,261,7,2,303.0
656,261,9,2,212.66
657,262,24,1,27.68
658,262,26,1,428.38
659,262,37,3,422.21
660,262,13,2,142.55
661,263,25,3,387.67
662,264,40,3,137.53
663,264,40,1,137.53
664,264,9,1,212.66
665,265,36,2,113.71
666,265,49,1,202.7
667,265,13,3,142.55
668,266,3,1,369.55
669,267,31,3,352.4
670,267,30,1,108.71
671,267,39,3,403.5
672,268,11,2,380.61
673,268,40,3,137.53
674,268,20,3,44.01
675,269,46,3,127.08
676,269,20,2,44.01
677,269,2,2,126.22
678,269,22,3,443.3
679,270,47,3,271.79
680,270,41,1,457.0
681,270,39,2,403.5
682,271,47,1,271.79
683,271,38,2,118.38
684,272,10,3,296.69
685,272,16,1,52.87
686,272,37,3,422.21
687,272,8,1,103.42
688,273,27,1,193.16
689,273,27,3,193.16
690,273,14,2,478.82
691,274,48,3,217.07
692,274,4,3,48.03
693,274,9,3,212.66
694,274,14,3,478.82
695,275,34,2,85.88
696,275,21,1,415.56
697,275,30,3,108.71
698,275,22,3,443.3
699,276,40,2,137.53
700,276,13,1,142.55
701,276,18,3,366.22
702,277,50,2,498.68
703,277,46,1,127.08
704,277,45,3,75.72
705,278,23,3,290.79
706,278,47,2,271.79
707,278,19,1,66.79
708,278,37,3,422.21
709,279,23,1,290.79
710,279,19,1,66.79
711,279,19,3,66.79
712,279,6,2,113.23
713,280,48,2,217.07
714,280,14,1,478.82
715,280,35,2,138.62
716,281,9,1,212.66
717,281,40,3,137.53
718,281,38,1,118.38
719,282,41,1,457.0
720,282,4,1,48.03
721,283,7,3,303.0
722,283,50,1,498.68
723,283,1,3,17.38
724,283,11,2,380.61
725,284,42,1,438.8
726,284,49,2,202.7
727,284,21,2,415.56
728,284,42,1,438.8
729,285,35,3,138.62
730,285,47,1,271.79
731,286,3,2,369.55
732,286,32,1,306.52
733,287,1,2,17.38
734,288,22,2,443.3
735,289,9,3,212.66
736,289,30,2,108.71
737,289,13,1,142.55
738,289,22,1,443.3
739,290,46,1,127.08
740,290,1,3,17.38
741,290,22,2,443.3
742,291,12,3,350.58
743,291,41,2,457.0
744,292,6,2,113.23
745,292,43,1,110.25
746,292,12,1,350.58
747,293,1,2,17.38
748,293,25,1,387.67
749,294,20,3,44.01
750,294,47,3,271.79
751,294,1,2,17.38
752,295,4,3,48.03
753,295,8,2,103.42
754,296,44,3,200.84
755,296,46,2,127.08
756,296,45,1,75.72
757,296,41,2,457.0
758,297,15,1,55.59
759,297,31,1,352.4
760,298,27,3,193.16
761,298,36,2,113.71
762,298,49,3,202.7
763,299,44,3,200.84
764,299,6,3,113.23
765,300,5,3,20.73
766,300,8,1,103.42
767,300,36,3,113.71
768,301,11,2,380.61
769,301,34,2,85.88
770,302,46,3,127.08
771,302,32,1,306.52
772,303,30,1,108.71
773,304,37,1,422.21
774,304,36,2,113.71
775,304,44,2,200.84
776,304,47,1,271.79
777,305,48,1,217.07
778,306,28,2,319.66
779,307,5,2,20.73
780,308,12,1,350.58
781,308,50,3,498.68
782,308,47,3,271.79
783,308,27,2,193.16
784,309,25,1,387.67
785,309,44,3,200.84
786,309,35,1,138.62
787,309,42,2,438.8
788,310,34,1,85.88
789,310,47,1,271.79
790,310,1,1,17.38
791,310,20,2,44.01
792,311,35,2,138.62
793,311,15,1,55.59
794,311,30,2,108.71
795,311,10,2,296.69
796,312,43,2,110.25
797,313,14,1,478.82
798,313,7,3,303.0
799,314,16,3,52.87
800,315,15,3,55.59
801,315,14,1,478.82
802,315,9,3,212.66
803,315,19,1,66.79
804,316,37,3,422.21
805,316,50,3,498.68
806,316,21,1,415.56
807,317,27,2,193.16
808,317,18,1,366.22
809,318,41,3,457.0
810,318,28,3,319.66
811,319,42,3,438.8
812,319,25,3,387.67
813,319,21,3,415.56
814,320,20,2,44.01
815,320,12,3,350.58
816,321,20,3,44.01
817,321,10,2,296.69
818,322,27,3,193.16
819,322,34,1,85.88
820,322,25,1,387.67
821,322,17,1,303.84
822,323,29,2,85.51
823,324,4,2,48.03
824,324,25,3,387.67
825,325,5,1,20.73
826,326,31,1,352.4
827,326,22,2,443.3
828,327,48,1,217.07
829,327,48,2,217.07
830,328,26,1,428.38
831,328,36,2,113.71
832,329,30,3,108.71
833,329,42,2,438.8
834,329,20,2,44.01
835,329,24,3,27.68
836,330,47,2,271.79
837,331,24,2,27.68
838,331,27,1,193.16
839,332,2,2,126.22
840,332,36,3,113.71
841,333,10,1,296.69
842,333,22,1,443.3
843,333,25,3,387.67
844,334,17,2,303.84
845,334,47,3,271.79
846,334,48,2,217.07
847,335,11,1,380.61
848,335,47,3,271.79
849,335,32,1,306.52
850,336,34,1,85.88
851,337,49,1,202.7
852,338,5,3,20.73
853,338,10,1,296.69
854,339,24,1,27.68
855,339,40,3,137.53
856,339,43,3,110.25
857,339,31,3,352.4
858,340,35,3,138.62
859,341,34,3,85.88
860,342,2,3,126.22
861,342,45,3,75.72
862,342,28,1,319.66
863,343,16,1,52.87
864,343,40,3,137.53
865,344,26,1,428.38
866,344,24,2,27.68
867,344,30,3,108.71
868,345,20,3,44.01
869,345,6,3,113.23
870,346,26,2,428.38
871,347,4,3,48.03
872,347,1,3,17.38
873,347,11,1,380.61
874,347,32,2,306.52
875,348,34,1,85.88
876,349,18,1,366.22
877,349,5,3,20.73
878,349,18,3,366.22
879,349,37,3,422.21
880,350,2,1,126.22
881,350,38,1,118.38
882,350,49,3,202.7
883,351,11,3,380.61
884,351,16,3,52.87
885,351,25,3,387.67
886,352,49,3,202.7
887,352,9,3,212.66
888,352,47,1,271.79
889,352,33,3,269.4
890,353,28,1,319.66
891,354,50,2,498.68
892,354,2,3,126.22
893,354,18,2,366.22
894,354,32,1,306.52
895,355,28,1,319.66
896,355,44,3,200.84
897,355,43,2,110.25
898,355,6,3,113.23
899,356,6,2,113.23
900,357,48,2,217.07
901,357,21,2,415.56
902,358,20,2,44.01
903,359,9,1,212.66
904,360,36,3,113.71
905,360,33,2,269.4
906,360,7,1,303.0
907,360,6,2,113.23
908,361,25,1,387.67
909,361,19,2,66.79
910,361,25,1,387.67
911,362,37,3,422.21
912,362,11,3,380.61
913,363,18,2,366.22
914,363,18,2,366.22
915,364,28,2,319.66
916,364,27,2,193.16
917,365,17,1,303.84
918,365,47,3,271.79
919,365,32,3,306.52
920,366,7,1,303.0
921,366,20,1,44.01
922,366,26,2,428.38
923,366,40,2,137.53
924,367,28,3,319.66
925,367,39,1,403.5
926,367,20,2,44.01
927,368,31,2,352.4
928,368,12,2,350.58
929,369,37,1,422.21
930,369,21,2,415.56
931,369,18,2,366.22
932,369,24,1,27.68
933,370,44,3,200.84
934,370,2,3,126.22
935,371,29,2,85.51
936,371,45,1,75.72
937,372,9,3,212.66
938,372,20,1,44.01
939,372,17,3,303.84
940,372,10,3,296.69
941,373,29,3,85.51
942,374,35,3,138.62
943,374,45,2,75.72
944,374,35,1,138.62
945,374,24,3,27.68
946,375,7,1,303.0
947,376,11,3,380.61
948,376,40,1,137.53
949,376,37,3,422.21
950,377,49,2,202.7
951,377,28,1,319.66
952,377,1,1,17.38
953,377,17,1,303.84
954,378,29,2,85.51
955,378,26,2,428.38
956,379,23,1,290.79
957,379,31,1,352.4
958,380,8,3,103.42
959,381,22,2,443.3
960,381,14,3,478.82
961,381,31,2,352.4
962,382,47,3,271.79
963,382,29,2,85.51
964,382,5,2,20.73
965,382,3,3,369.55
966,383,42,1,438.8
967,383,44,1,200.84
968,383,48,1,217.07
969,384,22,3,443.3
970,384,28,2,319.66
971,385,12,3,350.58
972,385,43,2,110.25
973,386,29,3,85.51
974,386,28,2,319.66
975,387,14,2,478.82
976,387,49,3,202.7
977,388,35,1,138.62
978,389,30,1,108.71
979,389,17,3,303.84
980,390,39,2,403.5
981,390,40,2,137.53
982,390,38,1,118.38
983,391,40,1,137.53
984,391,44,3,200.84
985,391,20,3,44.01
986,391,38,1,118.38
987,392,8,1,103.42
988,392,20,1,44.01
989,392,12,2,350.58
990,393,27,3,193.16
991,393,9,3,212.66
992,393,25,2,387.67
993,393,12,2,350.58
994,394,36,1,113.71
995,394,32,2,306.52
996,395,29,3,85.51
997,395,4,2,48.03
998,395,1,2,17.38
999,396,36,3,113.71
1000,396,42,2,438.8
1001,396,27,3,193.16
1002,396,32,2,306.52
1003,397,11,1,380.61
1004,397,37,1,422.21
1005,397,49,1,202.7
1006,397,19,1,66.79
1007,398,11,2,380.61
1008,398,37,3,422.21
1009,398,50,2,498.68
1010,399,37,1,422.21
1011,400,35,1,138.62
1012,400,49,3,202.7
1013,400,29,3,85.51
1014,401,48,3,217.07
1015,402,3,2,369.55
1016,402,17,2,303.84
1017,402,6,2,113.23
1018,403,48,3,217.07
1019,403,45,2,75.72
1020,404,11,3,380.61
1021,404,9,1,212.66
1022,404,14,1,478.82
1023,404,37,2,422.21
1024,405,21,3,415.56
1025,405,19,2,66.79
1026,406,9,2,212.66
1027,407,45,1,75.72
1028,407,16,1,52.87
1029,408,49,3,202.7
1030,408,26,2,428.38
1031,409,41,2,457.0
1032,409,25,2,387.67
1033,409,5,3,20.73
1034,410,33,3,269.4
1035,410,18,3,366.22
1036,410,24,2,27.68
1037,410,32,2,306.52
1038,411,47,2,271.79
1039,412,5,3,20.73
1040,412,26,1,428.38
1041,412,28,1,319.66
1042,413,19,2,66.79
1043,413,36,3,113.71
1044,413,9,3,212.66
1045,414,3,1,369.55
1046,415,8,1,103.42
1047,416,28,1,319.66
1048,417,11,2,380.61
1049,417,6,3,113.23
1050,417,24,2,27.68
1051,418,4,2,48.03
1052,418,41,2,457.0
1053,419,28,3,319.66
1054,419,6,3,113.23
1055,420,31,1,352.4
1056,420,9,3,212.66
1057,421,1,1,17.38
1058,421,45,2,75.72
1059,421,8,2,103.42
1060,421,45,1,75.72
1061,422,25,1,387.67
1062,422,47,1,271.79
1063,423,20,1,44.01
1064,423,25,1,387.67
1065,423,42,3,438.8
1066,424,40,3,137.53
1067,425,47,1,271.79
1068,425,41,3,457.0
1069,425,10,2,296.69
1070,426,14,1,478.82
1071,426,7,1,303.0
1072,426,49,1,202.7
1073,426,38,3,118.38
1074,427,21,1,415.56
1075,427,16,2,52.87
1076,427,42,1,438.8
1077,427,16,3,52.87
1078,428,50,3,498.68
1079,428,2,3,126.22
1080,428,20,1,44.01
1081,429,48,2,217.07
1082,429,19,3,66.79
1083,430,25,1,387.67
1084,430,16,2,52.87
1085,430,41,3,457.0
1086,430,5,3,20.73
1087,431,9,2,212.66
1088,431,37,2,422.21
1089,431,24,3,27.68
1090,432,50,1,498.68
1091,432,2,3,126.22
1092,432,5,1,20.73
1093,432,17,1,303.84
1094,433,33,2,269.4
1095,433,41,3,457.0
1096,433,33,2,269.4
1097,433,28,3,319.66
1098,434,18,1,366.22
1099,434,20,1,44.01
1100,435,35,2,138.62
1101,435,26,3,428.38
1102,436,20,3,44.01
1103,437,16,1,52.87
1104,438,40,3,137.53
1105,438,4,2,48.03
1106,438,43,3,110.25
1107,438,43,3,110.25
1108,439,46,1,127.08
1109,440,32,2,306.52
1110,440,34,3,85.88
1111,441,24,1,27.68
1112,441,48,2,217.07
1113,442,22,2,443.3
1114,443,17,3,303.84
1115,444,32,2,306.52
1116,445,32,3,306.52
1117,446,17,1,303.84
1118,446,37,3,422.21
1119,447,48,3,217.07
1120,447,1,1,17.38
1121,448,31,2,352.4
1122,449,3,3,369.55
1123,449,46,3,127.08
1124,450,21,1,415.56
1125,450,27,3,193.16
1126,451,37,2,422.21
1127,452,12,1,350.58
1128,453,5,2,20.73
1129,453,19,2,66.79
1130,453,21,1,415.56
1131,453,36,2,113.71
1132,454,19,3,66.79
1133,454,20,3,44.01
1134,455,24,3,27.68
1135,455,32,1,306.52
1136,455,47,3,271.79
1137,455,49,1,202.7
1138,456,2,1,126.22
1139,456,35,2,138.62
1140,456,41,3,457.0
1141,456,1,2,17.38
1142,457,48,3,217.07
1143,457,20,1,44.01
1144,457,14,3,478.82
1145,457,16,2,52.87
1146,458,46,2,127.08
1147,458,6,1,113.23
1148,459,45,2,75.72
1149,459,30,3,108.71
1150,459,6,3,113.23
